name,total_count,rank,male_count,female_count,male_ratio
Kedwin,22,62590,22,0,1.0
Kenjiro,22,62591,22,0,1.0
Tyrico,22,62592,22,0,1.0
Shakiela,22,62593,0,22,0.0
Tiosha,22,62594,0,22,0.0
Burgandi,22,62595,0,22,0.0
Kiairra,22,62596,0,22,0.0
Mashala,22,62597,0,22,0.0
Carryn,22,62598,0,22,0.0
Keishona,22,62599,0,22,0.0
Shaniesha,22,62600,0,22,0.0
Talisia,22,62601,0,22,0.0
Adedoyin,22,62602,5,17,0.2273
Blessy,22,62603,0,22,0.0
Carlesia,22,62604,0,22,0.0
Chantice,22,62605,0,22,0.0
Krystalee,22,62606,0,22,0.0
Taylorrae,22,62607,0,22,0.0
Dequanta,22,62608,22,0,1.0
Dezjuan,22,62609,22,0,1.0
Dmetri,22,62610,22,0,1.0
Jajaun,22,62611,22,0,1.0
Maged,22,62612,22,0,1.0
Sheldan,22,62613,22,0,1.0
Ladonta,22,62614,22,0,1.0
Kadiedra,22,62615,0,22,0.0
Euniqua,22,62616,0,22,0.0
Majerle,22,62617,0,22,0.0
Verenisse,22,62618,0,22,0.0
Kiersta,22,62619,0,22,0.0
Leeda,22,62620,0,22,0.0
Savona,22,62621,0,22,0.0
Brishae,22,62622,0,22,0.0
Corea,22,62623,0,22,0.0
Lyndsea,22,62624,0,22,0.0
Shatorria,22,62625,0,22,0.0
Hrag,22,62626,22,0,1.0
Deuntay,22,62627,22,0,1.0
Kouki,22,62628,22,0,1.0
Kyante,22,62629,17,5,0.7727
Savone,22,62630,22,0,1.0
Rajene,22,62631,0,22,0.0
Raegene,22,62632,0,22,0.0
Tyranny,22,62633,0,22,0.0
Desmonique,22,62634,0,22,0.0
Malkah,22,62635,0,22,0.0
Nakeyah,22,62636,0,22,0.0
Noy,22,62637,0,22,0.0
Ylana,22,62638,0,22,0.0
Gurdeep,22,62639,22,0,1.0
Trevond,22,62640,22,0,1.0
Dalvon,22,62641,22,0,1.0
Yorman,22,62642,22,0,1.0
Coel,22,62643,22,0,1.0
Dalonta,22,62644,22,0,1.0
Dekel,22,62645,22,0,1.0
Deveraux,22,62646,17,5,0.7727
Jamesdean,22,62647,22,0,1.0
Keondrae,22,62648,22,0,1.0
Chikezie,22,62649,22,0,1.0
Dorrion,22,62650,22,0,1.0
Guner,22,62651,22,0,1.0
Jonethan,22,62652,22,0,1.0
Nauman,22,62653,22,0,1.0
Shawndre,22,62654,22,0,1.0
Zavius,22,62655,22,0,1.0
Deshai,22,62656,0,22,0.0
Arlandria,22,62657,0,22,0.0
Infantgirl,22,62658,0,22,0.0
Auzhane,22,62659,0,22,0.0
Deiontay,22,62660,22,0,1.0
Laderrion,22,62661,22,0,1.0
Gabel,22,62662,22,0,1.0
Kadarian,22,62663,22,0,1.0
Quaveon,22,62664,22,0,1.0
Raynier,22,62665,22,0,1.0
Kinsee,22,62666,0,22,0.0
Kasady,22,62667,0,22,0.0
Tonii,22,62668,0,22,0.0
Alexicia,22,62669,0,22,0.0
Arcely,22,62670,0,22,0.0
Geneses,22,62671,0,22,0.0
Kiaralee,22,62672,0,22,0.0
Christopherjose,22,62673,22,0,1.0
Raishaun,22,62674,22,0,1.0
Tajaun,22,62675,22,0,1.0
Christianjoseph,22,62676,22,0,1.0
Inderjit,22,62677,22,0,1.0
Jelon,22,62678,22,0,1.0
Keonne,22,62679,22,0,1.0
Slaten,22,62680,22,0,1.0
Wanye,22,62681,22,0,1.0
Arianda,22,62682,0,22,0.0
Nadjah,22,62683,0,22,0.0
Isbel,22,62684,0,22,0.0
Jawaher,22,62685,0,22,0.0
Khaley,22,62686,0,22,0.0
Mckayle,22,62687,0,22,0.0
Nanaama,22,62688,0,22,0.0
Shaynia,22,62689,0,22,0.0
Tyrei,22,62690,22,0,1.0
Abraheem,22,62691,22,0,1.0
Malyke,22,62692,22,0,1.0
Devren,22,62693,22,0,1.0
Johntez,22,62694,22,0,1.0
Keynen,22,62695,22,0,1.0
Koalii,22,62696,22,0,1.0
Kohlten,22,62697,22,0,1.0
Sidarth,22,62698,22,0,1.0
Ulysis,22,62699,22,0,1.0
Naibe,22,62700,0,22,0.0
Dayshawna,22,62701,0,22,0.0
Raymi,22,62702,6,16,0.2727
Brynnen,22,62703,7,15,0.3182
Kaytlinn,22,62704,0,22,0.0
Mystikal,22,62705,17,5,0.7727
Tirek,22,62706,22,0,1.0
Anatoly,22,62707,22,0,1.0
Favion,22,62708,22,0,1.0
Kyiara,22,62709,0,22,0.0
Yesenya,22,62710,0,22,0.0
Keannah,22,62711,0,22,0.0
Rakyia,22,62712,0,22,0.0
Adaysia,22,62713,0,22,0.0
Cailynne,22,62714,0,22,0.0
Dnaja,22,62715,0,22,0.0
Ijahnae,22,62716,0,22,0.0
Mahailey,22,62717,0,22,0.0
Velicity,22,62718,0,22,0.0
Samaje,22,62719,22,0,1.0
Abhilash,22,62720,22,0,1.0
Krisean,22,62721,22,0,1.0
Steban,22,62722,22,0,1.0
Addonis,22,62723,22,0,1.0
Angelluis,22,62724,22,0,1.0
Kahl,22,62725,22,0,1.0
Kearrah,22,62726,0,22,0.0
Christiyana,22,62727,0,22,0.0
Khyara,22,62728,0,22,0.0
Mateah,22,62729,0,22,0.0
Mykailah,22,62730,0,22,0.0
Naailah,22,62731,0,22,0.0
Nytasia,22,62732,0,22,0.0
Derrionna,22,62733,0,22,0.0
Enajah,22,62734,0,22,0.0
Firdaws,22,62735,0,22,0.0
Illeanna,22,62736,0,22,0.0
Micaya,22,62737,0,22,0.0
Nishitha,22,62738,0,22,0.0
Nouran,22,62739,0,22,0.0
Manik,22,62740,22,0,1.0
Ryunosuke,22,62741,22,0,1.0
Anndy,22,62742,22,0,1.0
Dekevion,22,62743,22,0,1.0
Jeremaiah,22,62744,22,0,1.0
Keatan,22,62745,22,0,1.0
Natavion,22,62746,22,0,1.0
Radarius,22,62747,22,0,1.0
Gabin,22,62748,22,0,1.0
Jylen,22,62749,22,0,1.0
Shakib,22,62750,22,0,1.0
Sujit,22,62751,22,0,1.0
Ceona,22,62752,0,22,0.0
Eshita,22,62753,0,22,0.0
Ilaya,22,62754,0,22,0.0
Jyah,22,62755,0,22,0.0
Sabelle,22,62756,0,22,0.0
Ajala,22,62757,0,22,0.0
Alyvea,22,62758,0,22,0.0
Kaitley,22,62759,0,22,0.0
Lakaia,22,62760,0,22,0.0
Nasiem,22,62761,22,0,1.0
Abinadi,22,62762,22,0,1.0
Malicah,22,62763,22,0,1.0
Fillip,22,62764,22,0,1.0
Jyshawn,22,62765,22,0,1.0
Momar,22,62766,22,0,1.0
Bachir,22,62767,22,0,1.0
Christianjacob,22,62768,22,0,1.0
Drilon,22,62769,22,0,1.0
Jaemon,22,62770,22,0,1.0
Jeylen,22,62771,10,12,0.4545
Mosa,22,62772,22,0,1.0
Trowa,22,62773,22,0,1.0
Yosvani,22,62774,22,0,1.0
Taviona,22,62775,0,22,0.0
Anggie,22,62776,0,22,0.0
Nayelle,22,62777,0,22,0.0
Abigeal,22,62778,0,22,0.0
Anyce,22,62779,0,22,0.0
Britthany,22,62780,0,22,0.0
Henessey,22,62781,0,22,0.0
Ivree,22,62782,0,22,0.0
Jnia,22,62783,0,22,0.0
Kawailani,22,62784,0,22,0.0
Makylia,22,62785,0,22,0.0
Noreli,22,62786,0,22,0.0
Joskar,22,62787,22,0,1.0
Saviyon,22,62788,22,0,1.0
Jion,22,62789,22,0,1.0
Dreven,22,62790,22,0,1.0
Nye,22,62791,17,5,0.7727
Takhi,22,62792,22,0,1.0
Saribel,22,62793,0,22,0.0
Abbeygale,22,62794,0,22,0.0
Deenah,22,62795,0,22,0.0
Sheriyah,22,62796,0,22,0.0
Jackelinne,22,62797,0,22,0.0
Jahia,22,62798,0,22,0.0
Karinah,22,62799,0,22,0.0
Laliah,22,62800,0,22,0.0
Errion,22,62801,22,0,1.0
Jahsan,22,62802,22,0,1.0
Darson,22,62803,22,0,1.0
Dewin,22,62804,22,0,1.0
Lokesh,22,62805,22,0,1.0
Quasir,22,62806,22,0,1.0
Anujin,22,62807,0,22,0.0
Keating,22,62808,16,6,0.7273
Shadyn,22,62809,5,17,0.2273
Sumaia,22,62810,0,22,0.0
Abiyah,22,62811,5,17,0.2273
Aylinne,22,62812,0,22,0.0
Christany,22,62813,0,22,0.0
Lilika,22,62814,0,22,0.0
Mireyna,22,62815,0,22,0.0
Moniyah,22,62816,0,22,0.0
Temarion,22,62817,22,0,1.0
Liko,22,62818,22,0,1.0
Dacorion,22,62819,22,0,1.0
Evion,22,62820,22,0,1.0
Izahia,22,62821,22,0,1.0
Alekzandr,22,62822,22,0,1.0
Jadaan,22,62823,22,0,1.0
Jyran,22,62824,22,0,1.0
Madux,22,62825,22,0,1.0
Makei,22,62826,22,0,1.0
Oghenetega,22,62827,22,0,1.0
Aniiya,22,62828,0,22,0.0
Anahya,22,62829,0,22,0.0
Kayleighann,22,62830,0,22,0.0
Rosselin,22,62831,0,22,0.0
Zuliana,22,62832,0,22,0.0
Ciyanna,22,62833,0,22,0.0
Guinivere,22,62834,0,22,0.0
Samaire,22,62835,0,22,0.0
Avienda,22,62836,0,22,0.0
Delaya,22,62837,0,22,0.0
Elenny,22,62838,0,22,0.0
Kahniya,22,62839,0,22,0.0
Keity,22,62840,0,22,0.0
Makiyha,22,62841,0,22,0.0
Nierra,22,62842,0,22,0.0
Nyiema,22,62843,0,22,0.0
Osmary,22,62844,0,22,0.0
Raigyn,22,62845,0,22,0.0
Samanthagrace,22,62846,0,22,0.0
Sheniyah,22,62847,0,22,0.0
Siclaly,22,62848,0,22,0.0
Sunem,22,62849,0,22,0.0
Tabassum,22,62850,0,22,0.0
Zyniya,22,62851,0,22,0.0
Traiton,22,62852,22,0,1.0
Megh,22,62853,22,0,1.0
Aadesh,22,62854,22,0,1.0
Samiullah,22,62855,22,0,1.0
Taydin,22,62856,22,0,1.0
Yuraima,22,62857,0,22,0.0
Kaliyha,22,62858,0,22,0.0
Rohana,22,62859,0,22,0.0
Ellyonna,22,62860,0,22,0.0
Mahawa,22,62861,0,22,0.0
Skylaar,22,62862,0,22,0.0
Yasmim,22,62863,0,22,0.0
Alivyah,22,62864,0,22,0.0
Crisbel,22,62865,0,22,0.0
Janii,22,62866,0,22,0.0
Tanaiyah,22,62867,0,22,0.0
Jaqari,22,62868,22,0,1.0
Lukian,22,62869,22,0,1.0
Vladyslav,22,62870,22,0,1.0
Wessam,22,62871,22,0,1.0
Yavian,22,62872,22,0,1.0
Danik,22,62873,22,0,1.0
Naden,22,62874,22,0,1.0
Sreeram,22,62875,22,0,1.0
Raengel,22,62876,0,22,0.0
Caridee,22,62877,0,22,0.0
Jenniyah,22,62878,0,22,0.0
Avva,22,62879,0,22,0.0
Aamia,22,62880,0,22,0.0
Aeowyn,22,62881,0,22,0.0
Ahliana,22,62882,0,22,0.0
Analey,22,62883,0,22,0.0
Kalieah,22,62884,0,22,0.0
Leanie,22,62885,0,22,0.0
Nyalise,22,62886,0,22,0.0
Syrae,22,62887,0,22,0.0
Tasiyah,22,62888,0,22,0.0
Azaree,22,62889,0,22,0.0
Jaeci,22,62890,0,22,0.0
Janavi,22,62891,0,22,0.0
Jaylis,22,62892,0,22,0.0
Lilea,22,62893,0,22,0.0
Mirena,22,62894,0,22,0.0
Nylla,22,62895,0,22,0.0
Zadian,22,62896,22,0,1.0
Devraj,22,62897,22,0,1.0
Lelyn,22,62898,22,0,1.0
Nazere,22,62899,22,0,1.0
Adrihanna,22,62900,0,22,0.0
Kemarie,22,62901,0,22,0.0
Leihla,22,62902,0,22,0.0
Andalasia,22,62903,0,22,0.0
Awbree,22,62904,0,22,0.0
Betanya,22,62905,0,22,0.0
Laziya,22,62906,0,22,0.0
Addelin,22,62907,0,22,0.0
Annalecia,22,62908,0,22,0.0
Ellasandra,22,62909,0,22,0.0
Joriah,22,62910,12,10,0.5455
Maiden,22,62911,0,22,0.0
Mialyn,22,62912,0,22,0.0
Miera,22,62913,0,22,0.0
Persayis,22,62914,0,22,0.0
Tatelynn,22,62915,0,22,0.0
Youstina,22,62916,0,22,0.0
Cayl,22,62917,22,0,1.0
Lazavion,22,62918,22,0,1.0
Moad,22,62919,22,0,1.0
Ashaud,22,62920,22,0,1.0
Drelan,22,62921,22,0,1.0
Kaed,22,62922,22,0,1.0
Kailub,22,62923,22,0,1.0
Saarim,22,62924,22,0,1.0
Zahyir,22,62925,22,0,1.0
Myleene,22,62926,0,22,0.0
Demariyah,22,62927,0,22,0.0
Yamiley,22,62928,0,22,0.0
Eralyn,22,62929,0,22,0.0
Janielis,22,62930,0,22,0.0
Kamauria,22,62931,0,22,0.0
Makaelynn,22,62932,0,22,0.0
Mayani,22,62933,0,22,0.0
Sawdah,22,62934,0,22,0.0
Stevierae,22,62935,0,22,0.0
Syree,22,62936,17,5,0.7727
Eiljah,22,62937,22,0,1.0
Volvi,22,62938,22,0,1.0
Bronner,22,62939,22,0,1.0
Janek,22,62940,22,0,1.0
Kilen,22,62941,22,0,1.0
Chrissette,22,62942,0,22,0.0
Abela,22,62943,0,22,0.0
Addelyne,22,62944,0,22,0.0
Arionah,22,62945,0,22,0.0
Corabella,22,62946,0,22,0.0
Karmann,22,62947,0,22,0.0
Nyzere,22,62948,22,0,1.0
Azarious,22,62949,22,0,1.0
Kayeden,22,62950,22,0,1.0
Noahh,22,62951,22,0,1.0
Navian,22,62952,22,0,1.0
Vasudev,22,62953,22,0,1.0
Niveyah,22,62954,0,22,0.0
Caraleigh,22,62955,0,22,0.0
Anilyah,22,62956,0,22,0.0
Diyala,22,62957,0,22,0.0
Paelynn,22,62958,0,22,0.0
Safiye,22,62959,0,22,0.0
Davinee,22,62960,0,22,0.0
Eibhleann,22,62961,0,22,0.0
Jazzabella,22,62962,0,22,0.0
Zulai,22,62963,0,22,0.0
Aavi,22,62964,22,0,1.0
Kayge,22,62965,22,0,1.0
Traelyn,22,62966,22,0,1.0
Deair,22,62967,22,0,1.0
Elom,22,62968,22,0,1.0
Hamdaan,22,62969,22,0,1.0
Jovaniel,22,62970,22,0,1.0
Kaenon,22,62971,22,0,1.0
Hessa,22,62972,0,22,0.0
Amabelle,22,62973,0,22,0.0
Galaxie,22,62974,0,22,0.0
Aarabella,22,62975,0,22,0.0
Adiley,22,62976,0,22,0.0
Elliyanna,22,62977,0,22,0.0
Evalia,22,62978,0,22,0.0
Laylanii,22,62979,0,22,0.0
Liyanah,22,62980,0,22,0.0
Reydan,22,62981,22,0,1.0
Hawkeye,22,62982,22,0,1.0
Chimaobim,22,62983,22,0,1.0
Dextyn,22,62984,22,0,1.0
Iyaad,22,62985,22,0,1.0
Kenenna,22,62986,22,0,1.0
Konley,22,62987,12,10,0.5455
Mokshagna,22,62988,22,0,1.0
Jayciana,22,62989,0,22,0.0
Xyra,22,62990,0,22,0.0
Arieah,22,62991,0,22,0.0
Emilliana,22,62992,0,22,0.0
Marleyann,22,62993,0,22,0.0
Adelais,22,62994,0,22,0.0
Charlierae,22,62995,0,22,0.0
Gracilynn,22,62996,0,22,0.0
Graycelyn,22,62997,0,22,0.0
Heylen,22,62998,0,22,0.0
Kayzlie,22,62999,0,22,0.0
Mazarine,22,63000,0,22,0.0
Taraf,22,63001,0,22,0.0
Loken,22,63002,22,0,1.0
Zaroon,22,63003,22,0,1.0
Callister,22,63004,22,0,1.0
Dylam,22,63005,22,0,1.0
Junhao,22,63006,22,0,1.0
Maxyn,22,63007,22,0,1.0
Jhenae,22,63008,0,22,0.0
Musfirah,22,63009,0,22,0.0
Zuriana,22,63010,0,22,0.0
Ariadnne,22,63011,0,22,0.0
Charliemae,22,63012,0,22,0.0
Ellieanne,22,63013,0,22,0.0
Eylah,22,63014,0,22,0.0
Hayzlie,22,63015,0,22,0.0
Izalea,22,63016,0,22,0.0
Jaxlyn,22,63017,0,22,0.0
Jaicyon,22,63018,22,0,1.0
Messias,22,63019,22,0,1.0
Shmeil,22,63020,22,0,1.0
Dahliana,22,63021,0,22,0.0
Chiziterem,22,63022,0,22,0.0
Saelor,22,63023,0,22,0.0
Riplee,22,63024,6,16,0.2727
Jhonael,22,63025,22,0,1.0
Evrhett,22,63026,22,0,1.0
Ezriah,22,63027,22,0,1.0
Judsen,22,63028,22,0,1.0
Azyan,22,63029,22,0,1.0
Aker,22,63030,22,0,1.0
Makaius,22,63031,22,0,1.0
Yiddy,22,63032,22,0,1.0
Iselis,22,63033,0,22,0.0
Ameliamae,22,63034,0,22,0.0
Ahviana,22,63035,0,22,0.0
Ameyali,22,63036,0,22,0.0
Zafreen,22,63037,0,22,0.0
Rydar,22,63038,22,0,1.0
Hajoon,22,63039,22,0,1.0
Bair,22,63040,22,0,1.0
Ariat,22,63041,10,12,0.4545
Brixen,22,63042,22,0,1.0
Ivri,22,63043,22,0,1.0
Noveah,22,63044,0,22,0.0
Bhuvika,22,63045,0,22,0.0
Anayat,22,63046,0,22,0.0
Iyra,22,63047,0,22,0.0
Odeya,22,63048,0,22,0.0
Tehlani,22,63049,0,22,0.0
Greysan,22,63050,22,0,1.0
Takhari,22,63051,22,0,1.0
Kuiper,22,63052,22,0,1.0
Ayash,22,63053,22,0,1.0
Azen,22,63054,22,0,1.0
Divyan,22,63055,22,0,1.0
Neekon,22,63056,22,0,1.0
Zeo,22,63057,22,0,1.0
Deava,22,63058,0,22,0.0
Amalah,22,63059,0,22,0.0
Aviani,22,63060,0,22,0.0
Cardi,22,63061,0,22,0.0
Emereigh,22,63062,0,22,0.0
Usmon,22,63063,22,0,1.0
Jayniel,22,63064,22,0,1.0
Arvik,22,63065,22,0,1.0
Atreyus,22,63066,22,0,1.0
Chevel,22,63067,0,22,0.0
Peach,22,63068,0,22,0.0
Kynd,22,63069,0,22,0.0
Novaa,22,63070,0,22,0.0
Halstyn,22,63071,0,22,0.0
Iskender,22,63072,22,0,1.0
Ahmias,22,63073,22,0,1.0
Khiro,22,63074,22,0,1.0
Sannie,21,63075,0,21,0.0
Francisquita,21,63076,0,21,0.0
Lute,21,63077,21,0,1.0
Tobitha,21,63078,0,21,0.0
Gettie,21,63079,0,21,0.0
Philippine,21,63080,0,21,0.0
Dewy,21,63081,21,0,1.0
Wince,21,63082,21,0,1.0
Pencie,21,63083,0,21,0.0
Sella,21,63084,0,21,0.0
Elezabeth,21,63085,0,21,0.0
Alouise,21,63086,0,21,0.0
Michalena,21,63087,0,21,0.0
Benhard,21,63088,21,0,1.0
Narcisse,21,63089,21,0,1.0
Vassar,21,63090,21,0,1.0
Arguster,21,63091,11,10,0.5238
Generosa,21,63092,0,21,0.0
Oceola,21,63093,0,21,0.0
Uarda,21,63094,0,21,0.0
Sigfred,21,63095,21,0,1.0
Vernet,21,63096,11,10,0.5238
Fedele,21,63097,21,0,1.0
Othor,21,63098,21,0,1.0
Avinell,21,63099,0,21,0.0
Virene,21,63100,0,21,0.0
Emilien,21,63101,21,0,1.0
Holloway,21,63102,15,6,0.7143
Rogie,21,63103,21,0,1.0
Bissie,21,63104,0,21,0.0
Kinue,21,63105,0,21,0.0
Nobia,21,63106,0,21,0.0
Ursel,21,63107,5,16,0.2381
Veo,21,63108,15,6,0.7143
Areather,21,63109,0,21,0.0
Cordula,21,63110,0,21,0.0
Golie,21,63111,0,21,0.0
Casto,21,63112,21,0,1.0
Clairmont,21,63113,21,0,1.0
Dumont,21,63114,21,0,1.0
Ganelle,21,63115,0,21,0.0
Martella,21,63116,0,21,0.0
Merilda,21,63117,0,21,0.0
Katherne,21,63118,0,21,0.0
Lenabelle,21,63119,0,21,0.0
Rosebelle,21,63120,0,21,0.0
Uta,21,63121,0,21,0.0
Asbery,21,63122,21,0,1.0
Hascal,21,63123,21,0,1.0
Houghton,21,63124,21,0,1.0
Lad,21,63125,21,0,1.0
Mather,21,63126,21,0,1.0
Wealtha,21,63127,0,21,0.0
Waveline,21,63128,0,21,0.0
Zabelle,21,63129,0,21,0.0
Arthar,21,63130,21,0,1.0
Lowman,21,63131,21,0,1.0
Loreine,21,63132,0,21,0.0
Mayona,21,63133,0,21,0.0
Macle,21,63134,0,21,0.0
Oteria,21,63135,0,21,0.0
Ailleen,21,63136,0,21,0.0
Armistice,21,63137,11,10,0.5238
Lovern,21,63138,11,10,0.5238
Robertia,21,63139,0,21,0.0
Corneil,21,63140,21,0,1.0
Fentress,21,63141,21,0,1.0
Watkins,21,63142,21,0,1.0
Windom,21,63143,21,0,1.0
Finus,21,63144,21,0,1.0
Maloy,21,63145,21,0,1.0
Villard,21,63146,21,0,1.0
Ogie,21,63147,15,6,0.7143
Arrah,21,63148,0,21,0.0
Athaleen,21,63149,0,21,0.0
Elneta,21,63150,0,21,0.0
Ruthmae,21,63151,0,21,0.0
Virginialee,21,63152,0,21,0.0
Dalmer,21,63153,21,0,1.0
Summie,21,63154,21,0,1.0
Irona,21,63155,0,21,0.0
Doreathea,21,63156,0,21,0.0
Narvie,21,63157,5,16,0.2381
Hardwick,21,63158,21,0,1.0
Waite,21,63159,21,0,1.0
Claiborn,21,63160,21,0,1.0
Ludlow,21,63161,21,0,1.0
Daise,21,63162,0,21,0.0
Earna,21,63163,0,21,0.0
Hallett,21,63164,21,0,1.0
Connard,21,63165,21,0,1.0
Lb,21,63166,21,0,1.0
Goldene,21,63167,0,21,0.0
Saline,21,63168,0,21,0.0
Seledonio,21,63169,21,0,1.0
Arthel,21,63170,21,0,1.0
Emajean,21,63171,0,21,0.0
Gonzala,21,63172,0,21,0.0
Marggie,21,63173,0,21,0.0
Ninon,21,63174,0,21,0.0
Rosarie,21,63175,0,21,0.0
Herbet,21,63176,21,0,1.0
Mayron,21,63177,21,0,1.0
Arona,21,63178,6,15,0.2857
Athelia,21,63179,0,21,0.0
Remel,21,63180,0,21,0.0
Vennetta,21,63181,0,21,0.0
Emzie,21,63182,21,0,1.0
Katherline,21,63183,0,21,0.0
Normie,21,63184,0,21,0.0
Emiterio,21,63185,21,0,1.0
Flozell,21,63186,21,0,1.0
Leath,21,63187,0,21,0.0
Theretha,21,63188,0,21,0.0
Nickles,21,63189,21,0,1.0
Clata,21,63190,0,21,0.0
Floralee,21,63191,0,21,0.0
Laurien,21,63192,5,16,0.2381
Leward,21,63193,21,0,1.0
Reinald,21,63194,21,0,1.0
Fostine,21,63195,0,21,0.0
Geanne,21,63196,0,21,0.0
Philips,21,63197,21,0,1.0
Depriest,21,63198,21,0,1.0
Haymond,21,63199,21,0,1.0
Paulus,21,63200,21,0,1.0
Fabia,21,63201,0,21,0.0
Ireneo,21,63202,21,0,1.0
Burnestine,21,63203,0,21,0.0
Raymell,21,63204,10,11,0.4762
Rovella,21,63205,0,21,0.0
Levarn,21,63206,15,6,0.7143
Theodies,21,63207,21,0,1.0
Kinnith,21,63208,21,0,1.0
Mablean,21,63209,0,21,0.0
Arthuree,21,63210,0,21,0.0
Louwana,21,63211,0,21,0.0
Elizabath,21,63212,0,21,0.0
Nonda,21,63213,0,21,0.0
Georgieann,21,63214,0,21,0.0
Carolea,21,63215,0,21,0.0
Radine,21,63216,0,21,0.0
Sheren,21,63217,0,21,0.0
Larey,21,63218,21,0,1.0
Ruthan,21,63219,0,21,0.0
Sandye,21,63220,0,21,0.0
Rondald,21,63221,21,0,1.0
Cherel,21,63222,0,21,0.0
Shyrel,21,63223,0,21,0.0
Wain,21,63224,21,0,1.0
Melisande,21,63225,0,21,0.0
Rugenia,21,63226,0,21,0.0
Florestela,21,63227,0,21,0.0
Juantia,21,63228,0,21,0.0
Karyne,21,63229,0,21,0.0
Cathalene,21,63230,0,21,0.0
Davee,21,63231,11,10,0.5238
Kennyth,21,63232,21,0,1.0
Doyla,21,63233,0,21,0.0
Graice,21,63234,0,21,0.0
Sadra,21,63235,0,21,0.0
Freddick,21,63236,21,0,1.0
Philliph,21,63237,21,0,1.0
Yvonnda,21,63238,0,21,0.0
Joquita,21,63239,0,21,0.0
Thereas,21,63240,0,21,0.0
Treca,21,63241,0,21,0.0
Standly,21,63242,21,0,1.0
Rannah,21,63243,0,21,0.0
Marlese,21,63244,0,21,0.0
Migna,21,63245,0,21,0.0
Janyne,21,63246,0,21,0.0
Andrejs,21,63247,21,0,1.0
Averell,21,63248,21,0,1.0
Geof,21,63249,21,0,1.0
Pamm,21,63250,0,21,0.0
Vickilynn,21,63251,0,21,0.0
Litsa,21,63252,0,21,0.0
Novena,21,63253,0,21,0.0
Arnaz,21,63254,21,0,1.0
Annettie,21,63255,0,21,0.0
Ingemar,21,63256,21,0,1.0
Chiam,21,63257,21,0,1.0
Dellena,21,63258,0,21,0.0
Lajeanna,21,63259,0,21,0.0
Lanet,21,63260,0,21,0.0
Thearsa,21,63261,0,21,0.0
Daralynn,21,63262,0,21,0.0
Jefre,21,63263,21,0,1.0
Dewyane,21,63264,21,0,1.0
Dawni,21,63265,0,21,0.0
Pablito,21,63266,21,0,1.0
Grindle,21,63267,0,21,0.0
Geannine,21,63268,0,21,0.0
Temi,21,63269,0,21,0.0
Chevell,21,63270,0,21,0.0
Dahn,21,63271,5,16,0.2381
Mecia,21,63272,0,21,0.0
Rorry,21,63273,21,0,1.0
Joele,21,63274,0,21,0.0
Neshell,21,63275,0,21,0.0
Valanda,21,63276,0,21,0.0
Iric,21,63277,21,0,1.0
Annesia,21,63278,0,21,0.0
Engrid,21,63279,0,21,0.0
Lareese,21,63280,0,21,0.0
Nikkii,21,63281,0,21,0.0
Olinka,21,63282,0,21,0.0
Shondia,21,63283,0,21,0.0
Noraida,21,63284,0,21,0.0
Taree,21,63285,5,16,0.2381
Virjinia,21,63286,0,21,0.0
Shwana,21,63287,0,21,0.0
Remone,21,63288,21,0,1.0
Karriann,21,63289,0,21,0.0
Tomeco,21,63290,0,21,0.0
Amissa,21,63291,0,21,0.0
Biatriz,21,63292,0,21,0.0
Cheryse,21,63293,0,21,0.0
Shulanda,21,63294,0,21,0.0
Stepfan,21,63295,21,0,1.0
Melynie,21,63296,0,21,0.0
Tannika,21,63297,0,21,0.0
Tatina,21,63298,0,21,0.0
Ladedra,21,63299,0,21,0.0
Notasha,21,63300,0,21,0.0
Sherna,21,63301,0,21,0.0
Meguel,21,63302,21,0,1.0
Thelonius,21,63303,21,0,1.0
Jonikka,21,63304,0,21,0.0
Chryssa,21,63305,0,21,0.0
Latosia,21,63306,0,21,0.0
Charone,21,63307,5,16,0.2381
Lassandra,21,63308,0,21,0.0
Melandie,21,63309,0,21,0.0
Miquelle,21,63310,0,21,0.0
Stephiane,21,63311,0,21,0.0
Hariklia,21,63312,0,21,0.0
Lekeesha,21,63313,0,21,0.0
Myndee,21,63314,0,21,0.0
Phara,21,63315,0,21,0.0
Sheneta,21,63316,0,21,0.0
Efthimios,21,63317,21,0,1.0
Charlston,21,63318,21,0,1.0
Dementrius,21,63319,21,0,1.0
Roudy,21,63320,21,0,1.0
Turkesha,21,63321,0,21,0.0
Lakicia,21,63322,0,21,0.0
Santonia,21,63323,11,10,0.5238
Delancy,21,63324,5,16,0.2381
Shamont,21,63325,21,0,1.0
Telvis,21,63326,21,0,1.0
Nikishia,21,63327,0,21,0.0
Seniqua,21,63328,0,21,0.0
Nyeasha,21,63329,0,21,0.0
Tikeisha,21,63330,0,21,0.0
Tnisha,21,63331,0,21,0.0
Demerick,21,63332,21,0,1.0
Treaver,21,63333,21,0,1.0
Noralba,21,63334,0,21,0.0
Lukesha,21,63335,0,21,0.0
Jamalia,21,63336,0,21,0.0
Kiesa,21,63337,0,21,0.0
Lasharra,21,63338,0,21,0.0
Olufunke,21,63339,0,21,0.0
Tansey,21,63340,0,21,0.0
Nakila,21,63341,0,21,0.0
Reachel,21,63342,0,21,0.0
Steveland,21,63343,21,0,1.0
Ibin,21,63344,21,0,1.0
Olukayode,21,63345,21,0,1.0
Ladrina,21,63346,0,21,0.0
